id_empleado,edad,genero,departamento,antiguedad_empresa,nivel_educativo,rol_tecnico,sector,frecuencia_uso_ia,usa_chatgpt,usa_gemini,usa_copilot,usa_lms_ia,usa_otra_ia,herramienta_principal,prefiere_humano_vs_ia,nivel_integracion_ia,AT1_rendimiento,AT2_facilita_aprendizaje,AT3_facilidad_uso,AT4_integracion_positiva,AE1_resolver_problemas,AE2_confianza_digital,AE3_uso_eficaz,AE4_seguridad_aplicacion,M1_estimulante,M2_aumenta_interes,M3_aporta_valor,M4_mayor_esfuerzo,E1_adaptacion,E2_feedback_util,E3_aplicable_trabajo,E4_aprendizaje_ritmo,D1_mejora_competencias,D2_preparado_retos,D3_amplia_habilidades,D4_aprendizaje_autonomo,C1_confio_sin_verificar,C2_dificil_sin_ia,C3_pensamiento_critico,C4_reflexiono_calidad,C3_inv,C4_inv,dependency_risk,dependency_level,dependency_risk_high,motivation_score,delta_motivation_score,motivation_improved,self_efficacy_score,dropout_risk,AT_mean,D_mean,E_mean,composite_roi_score,open_experience_ai_learning,open_challenges_ai_usage,open_training_needs
V32IKNL0,28,Hombre,RRHH,16,Grado,1,Industria,5,0,1,0,1,1,Gemini,1,4,2,4,6,3,7,3,7,7,4,2,2,5,1,4,2,2,4,5,5,1,7,2,5,5,3,3,3.75,medium,0,3.25,-0.75,0,6.0,1,3.75,3.75,2.25,3.25,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.
L3S1ODX6,30,Prefiero no decirlo,RRHH,13,Doctorado,0,Tecnología,5,0,0,1,0,1,Gemini,2,4,2,2,7,3,6,3,3,2,5,2,3,3,4,5,6,6,4,4,7,3,1,5,1,2,7,6,4.75,medium,0,3.25,-0.75,0,3.5,1,3.5,4.5,5.25,4.416666666666667,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso."
YSWGNH2Y,29,Prefiero no decirlo,RRHH,18,Doctorado,1,Servicios,2,0,0,1,1,1,LMS IA,3,3,6,1,7,1,6,4,2,1,5,1,6,6,4,4,4,4,7,2,6,1,3,7,6,5,2,3,3.75,medium,0,4.5,0.5,1,3.25,1,3.75,4.0,4.0,3.9166666666666665,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales."
QDJUBLXU,33,No binario,Finanzas,10,Grado,0,Consultoría,2,0,0,0,1,1,ChatGPT,1,2,3,5,2,6,4,2,3,7,2,5,6,2,7,3,6,1,3,1,4,4,4,5,2,6,6,2,4.25,medium,0,3.75,-0.25,0,4.0,0,4.0,3.0,4.25,3.75,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega."
JQU7LEG6,55,No binario,Operaciones,19,FP Superior,1,Tecnología,3,0,1,0,1,0,Gemini,6,4,7,3,4,4,4,3,6,7,1,2,2,6,1,7,4,6,7,3,4,1,5,5,3,3,5,5,5.0,medium,0,2.75,-1.25,0,5.0,1,4.5,3.75,4.5,4.25,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.
RULNX07S,54,Hombre,IT,17,Doctorado,0,Industria,1,0,0,1,0,0,Copilot,1,3,5,2,2,4,1,3,6,2,4,1,7,6,5,2,5,6,6,7,6,4,7,4,6,6,2,2,3.75,medium,0,4.5,0.5,1,3.0,1,3.25,5.75,4.5,4.5,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales."
TOQH67SQ,44,Prefiero no decirlo,Marketing,19,Grado,0,Servicios,5,1,0,0,1,1,LMS IA,2,5,5,3,6,5,2,5,2,3,5,2,4,6,7,3,4,1,7,6,3,2,2,5,6,2,2,6,3.75,medium,0,4.25,0.25,1,3.0,1,4.75,4.5,3.75,4.333333333333333,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega."
4O307BAB,45,Prefiero no decirlo,IT,5,Grado,0,Tecnología,1,0,0,1,1,1,ChatGPT,5,4,2,2,5,5,2,5,5,2,2,3,2,3,4,6,3,2,6,7,5,2,3,3,1,1,7,7,5.0,medium,0,2.5,-1.5,0,3.5,1,3.5,5.0,3.75,4.083333333333333,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración."
SFNC52M9,58,Prefiero no decirlo,Marketing,9,FP Superior,1,Tecnología,1,0,1,1,1,0,Otra,1,3,3,2,5,7,4,6,2,6,5,5,6,7,4,1,6,5,4,7,1,6,1,4,1,1,7,7,4.75,medium,0,5.75,1.75,1,4.5,0,4.25,4.5,4.0,4.25,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración."
F77EBBJ2,56,Mujer,IT,12,Máster,0,Servicios,3,1,1,1,0,1,Copilot,7,3,3,6,4,5,1,7,4,2,7,4,1,4,5,7,1,1,3,2,2,6,6,1,5,6,3,2,3.0,low,0,4.0,0.0,0,3.5,1,4.5,3.25,3.5,3.75,"Experiencia de aprendizaje: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Aprender estas herramientas aumentó mi confianza y mi compromiso.","Principal desafío: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Aprender estas herramientas aumentó mi confianza y mi compromiso.","Necesidad de formación: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Aprender estas herramientas aumentó mi confianza y mi compromiso."
DOWPLEP6,43,Prefiero no decirlo,Operaciones,1,Doctorado,1,Tecnología,5,1,0,1,0,1,Gemini,1,1,7,1,7,3,2,7,6,2,4,2,3,6,4,1,5,4,7,3,4,5,3,5,1,4,7,4,4.75,medium,0,3.75,-0.25,0,4.25,0,4.5,4.75,3.5,4.25,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales."
33PBC9A6,48,Mujer,Marketing,1,FP Superior,0,Consultoría,5,1,0,0,1,0,Gemini,6,5,6,3,2,4,1,1,1,1,4,3,2,1,4,4,3,3,1,4,2,3,3,5,1,3,7,5,5.0,medium,0,2.5,-1.5,0,1.0,1,3.75,2.5,3.5,3.25,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.
3TPMWAXT,56,Hombre,Finanzas,15,Grado,0,Tecnología,4,1,0,1,0,1,Copilot,6,1,4,3,5,6,1,7,1,2,7,4,7,7,4,7,2,3,2,7,1,5,7,1,1,3,7,5,5.0,medium,0,6.25,2.25,1,2.75,1,4.5,3.75,4.0,4.083333333333333,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales."
