empleado_id,fecha_respuesta,edad,genero,departamento,antiguedad_empresa,nivel_estudios,frecuencia_uso_ia,herramientas_ia_utilizadas,nivel_integracion_ia,tipo_formacion_recibida,indice_motivacion,indice_desarrollo_talento,indice_autoeficacia,indice_experiencia_aprendizaje,indice_aceptacion_ia,p1_utilizo_ia_para_aprendizaje,p2_ia_facilita_mi_aprendizaje,p3_motivado_participar_formacion,p4_interes_desarrollar_competencias,p5_formacion_contribuye_crecimiento,p6_mejoro_habilidades_laborales,p7_confianza_afrontar_retos,p8_preparado_aplicar_conocimientos,p9_confio_uso_ia_aprendizaje,p10_ia_util_desarrollo_profesional,comentarios_experiencia_ia,sugerencias_mejora
EMP_0811,2026-02-02 20:49:23,52,Mujer,Tecnología,3-5 años,Grado/Licenciatura,2,ChatGPT/Claude,2,"Soft skills, Formación técnica",3.04,3.61,3.18,3.56,3.21,3,3,3,2,4,3,3,3,4,3,Prefiero desarrollar mis propias soluciones sin ayuda artificial.,Certificaciones o badges por completar formación con IA.
EMP_0812,2026-02-11 20:49:23,42,Mujer,Ventas,3-5 años,FP Superior,5,"ChatGPT/Claude, Copilot/GitHub Copilot, Plataformas LMS con IA",4,"Udemy, Soft skills, Formación técnica",5.63,5.13,5.68,5.67,6.48,7,7,5,5,6,4,6,6,7,7,He ganado confianza en mis capacidades gracias al apoyo de la IA.,Mentores que puedan guiar en el uso efectivo de estas herramientas.
EMP_0813,2026-01-28 20:49:23,25,Hombre,Ventas,1-3 años,Grado/Licenciatura,4,"ChatGPT/Claude, Copilot/GitHub Copilot",3,"Udemy, Formación interna, Soft skills",4.97,5.08,4.97,4.79,5.57,5,5,5,5,6,5,5,5,6,6,"Me permite aprender haciendo, que es como mejor asimilo información.",Workshops prácticos de casos reales usando IA.
EMP_0814,2026-01-31 20:49:23,48,Hombre,Tecnología,3-5 años,Máster,2,ChatGPT/Claude,1,Formación interna,3.91,3.77,3.14,3.63,3.29,3,3,5,3,3,4,2,4,3,3,Me preocupa que usar IA me haga menos competente a largo plazo.,Canal de Slack/Teams dedicado a compartir tips de IA.
EMP_0815,2026-01-20 20:49:23,42,Hombre,Ventas,1-3 años,Doctorado,1,"ChatGPT/Claude, Otras herramientas",2,Soft skills,2.44,2.92,2.52,2.39,2.48,2,2,3,2,3,3,3,2,3,2,No encuentro valor añadido frente a recursos tradicionales disponibles.,Gamificación del aprendizaje combinado con IA.
EMP_0816,2026-01-22 20:49:23,32,Mujer,Finanzas,3-5 años,FP Superior,1,ChatGPT/Claude,1,Formación interna,2.65,2.65,2.94,2.52,2.37,2,2,4,2,3,3,3,3,2,2,Prefiero métodos donde puedo hacer preguntas y recibir contexto completo.,"Evaluaciones que midan el progreso real, no solo el uso de IA."
EMP_0817,2026-01-25 20:49:23,35,Hombre,RRHH,1-3 años,FP Superior,1,"ChatGPT/Claude, Copilot/GitHub Copilot",1,"Udemy, Formación interna",2.86,2.83,3.21,2.73,2.12,2,2,2,3,2,2,3,4,2,2,"No he usado mucho la IA en mi formación, prefiero otros métodos.",Acceso a herramientas de IA premium pagadas por la empresa.
EMP_0818,2026-01-23 20:49:23,30,Mujer,Tecnología,5-10 años,FP Superior,3,"ChatGPT/Claude, Copilot/GitHub Copilot, Plataformas LMS con IA",3,Udemy,4.45,3.72,4.35,4.3,4.22,4,4,4,4,3,5,4,5,4,4,Me gustaría saber cuándo es apropiado usar IA versus preguntar a colegas.,Formación en prompt engineering para sacar más partido a la IA.
EMP_0819,2026-01-29 20:49:23,25,Mujer,Tecnología,5-10 años,FP Superior,5,"Copilot/GitHub Copilot, Plataformas LMS con IA",4,"Formación interna, Soft skills",5.1,5.79,5.53,6.09,6.46,7,7,4,5,6,5,5,6,7,7,La IA identifica mis gaps de conocimiento y me ayuda a cerrarlos.,Comunidad interna para resolver dudas sobre IA en formación.
EMP_0820,2026-02-17 20:49:23,30,Hombre,Marketing,3-5 años,Grado/Licenciatura,3,ChatGPT/Claude,3,Udemy,4.51,3.84,3.83,4.09,4.22,4,4,3,5,4,3,4,4,4,5,La uso como diccionario técnico avanzado más que como tutor.,Indicadores claros de cuándo usar IA vs otros métodos.
EMP_0821,2026-02-01 20:49:23,42,Hombre,Producto,1-3 años,Grado/Licenciatura,4,Asistentes de código,3,Udemy,4.6,4.96,5.1,4.57,5.47,5,6,5,5,5,4,6,4,5,6,Uso la IA para crear resúmenes personalizados de contenido largo.,Plantillas y frameworks para diferentes tipos de aprendizaje con IA.
EMP_0822,2026-01-22 20:49:23,22,Hombre,Tecnología,1-3 años,Grado/Licenciatura,3,ChatGPT/Claude,3,"Udemy, Formación interna, Formación técnica",3.65,4.06,4.53,4.49,4.22,4,4,4,4,4,3,5,5,4,5,"Funciona bien para conceptos objetivos, menos para habilidades blandas.",Sesiones de onboarding específicas para nuevas herramientas de IA.
EMP_0823,2026-01-30 20:49:23,30,Mujer,Ventas,5-10 años,Grado/Licenciatura,4,"Asistentes de código, Otras herramientas",3,"Udemy, Formación interna",5.08,5.09,4.23,5.36,5.24,5,6,5,5,5,6,4,4,5,6,Me ha ayudado a desarrollar pensamiento crítico al contrastar perspectivas.,Feedback personalizado sobre cómo estoy usando la IA.
EMP_0824,2026-02-06 20:49:23,30,Mujer,Tecnología,1-3 años,Grado/Licenciatura,4,"ChatGPT/Claude, Copilot/GitHub Copilot",3,"Formación interna, Soft skills",4.54,5,4.09,5.18,5.38,5,6,5,4,6,4,4,4,5,6,La formación con IA es más dinámica y menos monótona que los métodos tradicionales.,Integración con LinkedIn Learning y otras plataformas externas.
EMP_0825,2026-01-29 20:49:23,32,Mujer,Marketing,1-3 años,Máster,2,ChatGPT/Claude,2,Ninguna reciente,3.56,3.32,2.63,3.67,3.29,3,3,3,3,3,4,2,2,3,3,Todavía no me siento cómodo usando estas herramientas digitales.,Rutas de aprendizaje predefinidas que incluyan IA como apoyo.
EMP_0826,2026-01-26 20:49:23,45,Hombre,Operaciones,Menos de 1 año,Grado/Licenciatura,3,"Plataformas LMS con IA, Asistentes de código, Otras herramientas",3,"Udemy, Soft skills",4.82,3.75,4.2,4.18,4.5,4,4,6,5,5,4,5,4,5,5,Me ayuda a preparar preguntas más inteligentes para mis formadores.,Análisis de datos sobre mi progreso de aprendizaje.
EMP_0827,2026-02-06 20:49:23,30,Hombre,Finanzas,3-5 años,Máster,3,"ChatGPT/Claude, Copilot/GitHub Copilot, Otras herramientas",2,"Udemy, Formación interna, Formación técnica",3.98,4.05,3.78,4.26,4.08,4,4,4,5,4,4,3,4,4,4,Encuentro útiles las explicaciones paso a paso que proporciona.,Más ejemplos de cómo otros departamentos usan IA exitosamente.
EMP_0828,2026-02-09 20:49:23,30,Mujer,Tecnología,3-5 años,Grado/Licenciatura,1,"ChatGPT/Claude, Copilot/GitHub Copilot, Plataformas LMS con IA, Asistentes de código",1,Soft skills,3.26,2.65,2.45,2.24,2.2,2,2,4,4,2,4,3,3,2,2,No veo claro cómo la IA puede ayudarme en mi desarrollo profesional.,Tiempo dedicado oficialmente para experimentar con IA.
EMP_0829,2026-01-24 20:49:23,40,Mujer,Marketing,5-10 años,Grado/Licenciatura,3,ChatGPT/Claude,2,"Udemy, Formación interna",3.56,4.03,4.35,4.18,4.43,4,4,4,4,4,4,5,4,4,5,A veces me cuesta distinguir entre respuestas correctas y plausibles.,Competencias y retos internos usando herramientas de IA.
EMP_0830,2026-02-09 20:49:23,32,Hombre,Tecnología,1-3 años,Máster,3,"ChatGPT/Claude, Copilot/GitHub Copilot",2,"Udemy, Formación interna, Soft skills",4.26,3.87,3.71,4.31,4.4,4,4,5,5,4,5,3,4,4,4,Me gustaría un sistema que trackee mi progreso al usar IA.,Newsletter mensual con novedades y mejores usos de IA.
EMP_0831,2026-02-13 20:49:23,28,Prefiero no decir,RRHH,1-3 años,Doctorado,5,"ChatGPT/Claude, Asistentes de código",4,"Udemy, Formación técnica",5.79,5.42,5.28,5.81,6.26,7,7,6,5,6,6,6,4,6,7,GitHub Copilot acelera mi aprendizaje de nuevos lenguajes de programación.,Formación sobre cómo verificar la calidad de las respuestas de IA.
EMP_0832,2026-02-13 20:49:23,32,Mujer,Ventas,5-10 años,Máster,3,"Copilot/GitHub Copilot, Plataformas LMS con IA, Otras herramientas",3,Formación técnica,4.59,4.69,3.91,4.19,4.33,4,4,4,5,5,4,4,4,4,4,Es útil para refrescar conceptos olvidados de forma rápida.,Integración con nuestras herramientas de productividad diarias.
EMP_0833,2026-02-18 20:49:23,25,Mujer,Tecnología,5-10 años,Máster,4,"ChatGPT/Claude, Plataformas LMS con IA, Otras herramientas",4,"Udemy, Formación interna",4.18,5.64,4.15,5.22,5.61,5,6,3,5,5,6,4,4,5,6,La IA me permite hacer simulaciones de casos que serían costosos en la vida real.,Políticas claras sobre qué se puede y no se puede hacer con IA.
EMP_0834,2026-01-25 20:49:23,28,Mujer,Tecnología,1-3 años,Grado/Licenciatura,3,"ChatGPT/Claude, Copilot/GitHub Copilot",3,Formación interna,3.82,3.86,3.79,4.33,4.38,4,4,4,5,4,3,4,4,5,4,Preferiría que hubiera más control de calidad en las respuestas.,Soporte técnico dedicado para problemas con herramientas de IA.
EMP_0835,2026-02-04 20:49:23,32,Mujer,Marketing,3-5 años,Máster,4,ChatGPT/Claude,4,"Udemy, Formación interna",5.25,5,4.83,5.11,5.22,5,6,5,6,5,6,4,5,5,6,Aprendo mejor cuando puedo interactuar y la IA hace eso posible a cualquier hora.,Dashboards personales para ver mi evolución con IA.
EMP_0836,2026-02-04 20:49:23,30,Mujer,Operaciones,1-3 años,Grado/Licenciatura,3,Plataformas LMS con IA,3,Soft skills,3.88,4.29,3.91,4.42,4.41,4,4,4,4,5,5,4,3,4,4,Me sirve como puente entre diferentes niveles de complejidad.,Recompensas por compartir casos de éxito usando IA en formación.
EMP_0837,2026-02-18 20:49:23,45,Hombre,Producto,Más de 10 años,Grado/Licenciatura,4,"ChatGPT/Claude, Copilot/GitHub Copilot",4,"Formación interna, Soft skills",5.13,5.25,4.16,4.92,5.23,5,5,5,5,6,5,4,4,5,5,Me ayuda a mantener un registro de mi progreso y áreas a mejorar.,"Formación en diferentes herramientas (ChatGPT, Claude, Copilot, etc)."
EMP_0838,2026-02-11 20:49:23,30,Hombre,Tecnología,Menos de 1 año,Máster,3,"ChatGPT/Claude, Plataformas LMS con IA, Asistentes de código",2,"Soft skills, Formación técnica",3.74,4.24,3.11,4.24,4.3,4,4,3,5,4,5,3,3,4,4,"La uso ocasionalmente, principalmente para consultas puntuales.",Webinars con expertos externos sobre IA en formación corporativa.
EMP_0839,2026-02-06 20:49:23,35,Mujer,Finanzas,Más de 10 años,Grado/Licenciatura,3,"ChatGPT/Claude, Copilot/GitHub Copilot, Plataformas LMS con IA",2,"Udemy, Formación técnica",3.6,3.93,3.75,4.23,4.51,4,4,3,4,4,3,4,4,4,5,Es útil pero todavía estoy explorando cómo sacarle más partido.,Repositorio de recursos y documentación constantemente actualizado.
EMP_0840,2026-02-16 20:49:23,35,Hombre,Marketing,3-5 años,Grado/Licenciatura,3,"ChatGPT/Claude, Plataformas LMS con IA",2,"Udemy, Soft skills",3.9,3.88,3.59,4.64,4.43,4,4,4,3,4,4,3,3,4,4,"A veces ayuda, otras veces prefiero métodos tradicionales.",Programa de embajadores de IA que puedan ayudar a otros.
EMP_0841,2026-02-16 20:49:23,22,Hombre,Marketing,3-5 años,Otro,3,"ChatGPT/Claude, Otras herramientas",2,Ninguna reciente,4.45,3.72,4.19,4.42,4.13,4,4,4,5,4,3,4,4,4,4,Me gustaría más formación sobre cómo usar IA efectivamente.,Sesiones de feedback donde podamos proponer mejoras.
EMP_0842,2026-02-05 20:49:23,38,Hombre,Finanzas,Menos de 1 año,Otro,1,ChatGPT/Claude,1,Udemy,3.27,2.32,1.91,2.41,2.32,2,2,4,2,1,3,2,2,2,2,Prefiero la interacción humana directa en el aprendizaje.,Integración de IA en simulaciones y role-playing.
EMP_0843,2026-02-14 20:49:23,28,Hombre,Operaciones,3-5 años,Grado/Licenciatura,1,ChatGPT/Claude,1,Udemy,2.56,2.4,2.75,2.51,2.11,2,2,3,3,3,2,2,3,2,2,Me falta confianza en la fiabilidad de las respuestas de la IA.,Acceso a versiones beta de nuevas herramientas.
EMP_0844,2026-01-31 20:49:23,50,Mujer,Producto,1-3 años,Grado/Licenciatura,1,Ninguna,1,"Udemy, Formación técnica",2.76,2.71,2.48,2.52,2.42,2,2,3,3,2,3,3,3,2,2,No he encontrado el momento adecuado para empezar a usarla.,Métricas claras de ROI del tiempo invertido en formación con IA.
EMP_0845,2026-02-09 20:49:23,25,Mujer,Ventas,1-3 años,Grado/Licenciatura,4,"Copilot/GitHub Copilot, Asistentes de código",3,"Formación interna, Formación técnica",4.13,4.43,5.37,4.93,5.39,5,6,5,4,4,5,5,6,6,6,La IA hace que el aprendizaje sea más accesible y menos intimidante.,Formación adaptada a diferentes niveles de experiencia tecnológica.
EMP_0846,2026-02-01 20:49:23,30,Hombre,Marketing,3-5 años,Grado/Licenciatura,2,Ninguna,2,"Udemy, Formación interna, Soft skills, Formación técnica",2.93,3.54,3.53,3.66,3.41,3,3,3,3,4,3,4,4,3,4,Me preocupa depender demasiado de la tecnología para aprender.,Asistente de IA personalizado según mi rol y objetivos.
EMP_0847,2026-02-07 20:49:23,25,Hombre,Finanzas,Más de 10 años,FP Superior,2,Ninguna,1,"Udemy, Formación interna, Soft skills",2.74,3.58,2.89,3.6,3.46,3,3,2,4,3,4,4,2,4,4,Prefiero métodos de aprendizaje más tradicionales y probados.,Cursos microlearning que incorporen IA de forma práctica.
EMP_0848,2026-02-12 20:49:23,55,Hombre,Tecnología,3-5 años,Grado/Licenciatura,4,"ChatGPT/Claude, Plataformas LMS con IA",4,"Udemy, Formación técnica",4.16,4.59,4.01,5.35,5.36,5,6,5,4,5,5,4,4,5,5,Puedo explorar múltiples soluciones a un problema y entender diferentes enfoques.,Mayor claridad sobre privacidad y seguridad de datos con IA.
EMP_0849,2026-02-01 20:49:23,32,Mujer,Ventas,5-10 años,Doctorado,2,"ChatGPT/Claude, Copilot/GitHub Copilot",2,"Udemy, Formación interna, Formación técnica",3.63,3.4,3.44,3.58,3.14,3,3,4,3,4,3,3,3,3,3,No me siento técnicamente preparado para usar estas herramientas.,Eventos internos tipo hackathon centrados en IA para formación.
EMP_0850,2026-02-19 20:49:23,35,Mujer,Marketing,Menos de 1 año,Grado/Licenciatura,3,ChatGPT/Claude,3,Udemy,4.09,4.57,3.07,4.48,4.34,4,4,3,4,4,6,2,3,4,4,Complementa bien la formación tradicional que ya tengo.,Colaboración con universidades para formación de vanguardia.
EMP_0851,2026-02-10 20:49:23,25,Hombre,Ventas,1-3 años,Otro,2,Copilot/GitHub Copilot,2,Formación técnica,2.91,2.96,2.77,3.31,3.38,3,3,2,3,3,3,4,1,3,3,Creo que el aprendizaje requiere el toque humano que la IA no da.,Sistema de recomendación inteligente basado en mi historial.
EMP_0852,2026-02-19 20:49:23,40,Mujer,Tecnología,Menos de 1 año,Grado/Licenciatura,5,"ChatGPT/Claude, Asistentes de código",5,"Formación interna, Soft skills, Formación técnica",5.52,5.29,5.98,6.01,6.66,7,7,6,5,6,4,5,6,7,6,Me motiva saber que puedo resolver cualquier duda al instante.,Tutoriales en video sobre funcionalidades avanzadas de IA.
EMP_0853,2026-01-30 20:49:23,28,Mujer,Tecnología,3-5 años,Doctorado,4,"Plataformas LMS con IA, Asistentes de código",4,"Formación interna, Soft skills",5.11,5.01,4.56,4.92,5.49,5,6,4,6,6,4,4,5,6,5,La IA me ha abierto puertas a temas que antes consideraba demasiado difíciles.,Foros de discusión moderados sobre uso de IA en formación.
EMP_0854,2026-01-25 20:49:23,45,Mujer,Operaciones,Más de 10 años,Grado/Licenciatura,4,"ChatGPT/Claude, Copilot/GitHub Copilot",3,"Udemy, Formación interna",4.7,4.59,4.95,5.08,5.74,5,5,5,5,4,4,5,5,6,6,Combino la IA con cursos tradicionales y obtengo mejores resultados.,Proyectos colaborativos que requieran uso de IA.
EMP_0855,2026-01-23 20:49:23,28,Mujer,Tecnología,3-5 años,Máster,3,"ChatGPT/Claude, Plataformas LMS con IA, Asistentes de código",2,"Udemy, Formación interna, Soft skills, Formación técnica",4.59,4.23,4.46,4.23,4.14,4,4,5,5,4,5,5,4,4,4,Veo potencial pero necesito más práctica para dominarla.,Certificado reconocido de competencia en uso de IA corporativa.
EMP_0856,2026-02-01 20:49:23,28,Hombre,RRHH,Menos de 1 año,Grado/Licenciatura,4,Copilot/GitHub Copilot,2,"Udemy, Formación interna, Soft skills",4.29,4.81,4.8,5.01,5.53,5,6,3,5,5,5,4,5,5,6,Me ayuda a estructurar mi aprendizaje de forma más organizada y sistemática.,App móvil para acceder a formación con IA en cualquier momento.
EMP_0857,2026-02-19 20:49:23,22,Mujer,Tecnología,1-3 años,Grado/Licenciatura,1,"ChatGPT/Claude, Copilot/GitHub Copilot, Asistentes de código",1,"Udemy, Formación técnica",2.46,2.36,2.02,2.49,2.5,2,2,2,2,2,3,2,2,3,3,Me genera desconfianza no saber de dónde viene la información.,Traducciones y soporte multiidioma en herramientas de IA.
EMP_0858,2026-01-21 20:49:23,32,Hombre,Tecnología,3-5 años,FP Superior,1,Ninguna,1,"Udemy, Formación técnica",2.77,2.52,2.87,2.68,2.26,2,2,3,3,3,3,3,3,2,2,Prefiero aprender de personas con experiencia real en el campo.,Acceso offline a contenido generado con IA.
EMP_0859,2026-02-05 20:49:23,35,Mujer,Tecnología,1-3 años,FP Superior,1,"ChatGPT/Claude, Asistentes de código",1,"Udemy, Soft skills, Formación técnica",2.88,2.9,1.98,2.51,2.2,2,2,4,3,3,3,2,2,2,2,No tengo claro si la información que da es precisa o actualizada.,Integración con calendarios para recordatorios de formación.
EMP_0860,2026-02-10 20:49:23,25,Mujer,Tecnología,5-10 años,FP Superior,3,"ChatGPT/Claude, Copilot/GitHub Copilot",2,"Udemy, Formación interna, Soft skills",3.53,3.75,4.52,4.27,4.05,4,4,3,3,4,4,4,5,4,4,"Depende del tema, para algunos casos la IA es útil, para otros no tanto.",Comparativa de diferentes herramientas de IA disponibles.
EMP_0861,2026-02-15 20:49:23,40,Mujer,Operaciones,5-10 años,Máster,3,"ChatGPT/Claude, Copilot/GitHub Copilot, Plataformas LMS con IA",2,"Udemy, Formación interna, Soft skills",4.68,4.85,3.83,4.35,4.44,4,4,5,5,5,4,5,3,5,4,Me cuesta confiar plenamente en las respuestas que proporciona.,Sesiones de pair learning usando IA como facilitador.
EMP_0862,2026-01-24 20:49:23,32,Mujer,Tecnología,3-5 años,FP Superior,3,Asistentes de código,3,"Udemy, Formación interna, Soft skills, Formación técnica",3.94,4.78,4.92,4.3,4.58,4,4,4,4,5,5,4,5,4,5,Está bien para ideas generales pero necesito validación humana después.,Casos de éxito documentados de formación con IA en la empresa.
EMP_0863,2026-01-20 20:49:23,32,Hombre,Producto,1-3 años,Grado/Licenciatura,1,Plataformas LMS con IA,1,"Udemy, Formación interna, Soft skills",2.65,2.77,2.57,2.25,2.39,2,2,3,2,3,3,2,3,2,2,Me siento más cómodo con formación presencial o webinars en vivo.,Biblioteca de ejercicios prácticos generados con IA.
EMP_0864,2026-02-07 20:49:23,32,Hombre,Ventas,1-3 años,Grado/Licenciatura,3,"Copilot/GitHub Copilot, Plataformas LMS con IA",2,"Udemy, Formación interna, Soft skills, Formación técnica",4.12,4.35,3.42,4.29,4.39,4,4,4,5,4,4,3,4,4,4,La uso más como punto de partida que como fuente definitiva.,Sistema de niveles y progresión en el uso de IA.
EMP_0865,2026-02-18 20:49:23,30,Prefiero no decir,Marketing,Menos de 1 año,Grado/Licenciatura,4,"Copilot/GitHub Copilot, Asistentes de código",4,"Udemy, Formación interna, Soft skills, Formación técnica",4.16,4.43,4.83,5.2,5.51,6,6,4,4,5,5,5,5,5,6,La IA funciona como un sparring partner para practicar conceptos nuevos.,Conexión con expertos internos que usan IA avanzadamente.
EMP_0866,2026-01-22 20:49:23,35,Mujer,Ventas,1-3 años,Máster,3,"ChatGPT/Claude, Copilot/GitHub Copilot, Otras herramientas",2,"Udemy, Formación interna",3.97,4.87,4.56,3.74,4.43,4,4,5,4,4,5,5,5,4,5,"Algunas respuestas son excelentes, otras son demasiado genéricas.",Módulos de autocorrección usando IA para práctica.
EMP_0867,2026-02-02 20:49:23,28,Hombre,RRHH,1-3 años,Grado/Licenciatura,4,"ChatGPT/Claude, Asistentes de código",4,"Formación interna, Formación técnica",4.3,4.88,4.85,5.15,5.54,5,6,4,4,5,5,4,6,6,6,Me permite validar mis ideas antes de presentarlas en reuniones.,Simuladores de entrevistas técnicas potenciados por IA.
EMP_0868,2026-01-21 20:49:23,28,Hombre,Finanzas,3-5 años,Grado/Licenciatura,2,Ninguna,2,Udemy,3.88,3.4,3.63,3.12,3.18,3,3,4,4,3,4,4,4,3,3,No veo que mi departamento necesite realmente el uso de IA.,Herramientas de síntesis automática de contenido extenso.
EMP_0869,2026-02-03 20:49:23,42,Hombre,Tecnología,3-5 años,Máster,4,"ChatGPT/Claude, Copilot/GitHub Copilot",3,"Udemy, Formación técnica",4.33,4.32,5.09,5.26,5.35,5,5,4,4,4,6,6,4,5,5,Uso la IA para generar ejercicios prácticos adaptados a mi nivel.,Asistente de escritura para informes y presentaciones.
EMP_0870,2026-02-18 20:49:23,48,Mujer,Marketing,Menos de 1 año,FP Superior,3,ChatGPT/Claude,2,Ninguna reciente,3.76,4.32,4.46,4.11,4.26,4,4,3,4,5,4,5,4,4,4,Me gustaría que hubiera más guías sobre mejores prácticas de uso.,Generador de resúmenes ejecutivos con IA.
EMP_0871,2026-02-09 20:49:23,30,Mujer,Operaciones,1-3 años,Grado/Licenciatura,2,"Copilot/GitHub Copilot, Plataformas LMS con IA",1,"Udemy, Formación interna",4.34,3.02,3.77,3.41,3.18,3,3,5,4,4,3,4,5,3,3,Prefiero invertir mi tiempo en cursos certificados y reconocidos.,Sistema de alertas sobre nuevas funcionalidades de IA relevantes.
EMP_0872,2026-01-30 20:49:23,30,Hombre,Producto,1-3 años,Grado/Licenciatura,2,"Copilot/GitHub Copilot, Plataformas LMS con IA",2,"Udemy, Formación interna, Soft skills",3.4,3.13,3.71,3.55,3.25,3,3,4,4,3,3,4,4,3,3,Me parece que la IA puede dar respuestas incorrectas sin advertirlo.,"Integración con Notion, Obsidian y otras herramientas de notas."
EMP_0873,2026-02-19 20:49:23,38,Hombre,Operaciones,1-3 años,Grado/Licenciatura,3,ChatGPT/Claude,3,"Udemy, Formación interna",4.26,4.19,3.96,4.05,4.37,4,4,4,4,5,4,3,5,4,4,La IA me ahorra tiempo pero aún prefiero la interacción con formadores.,Espacios de coworking virtual con soporte de IA.
EMP_0874,2026-02-17 20:49:23,30,Mujer,Marketing,5-10 años,Grado/Licenciatura,4,ChatGPT/Claude,4,Udemy,4.51,4.5,5.45,5.07,5.42,5,5,5,4,6,4,6,5,5,6,Me ha ayudado a superar el síndrome del impostor al validar mis conocimientos.,Seguimiento de objetivos de aprendizaje con IA.
EMP_0875,2026-02-04 20:49:23,22,Mujer,Finanzas,Menos de 1 año,Grado/Licenciatura,3,ChatGPT/Claude,2,Udemy,3.33,3.58,4.15,4.37,4.36,4,4,3,4,3,4,4,4,4,4,Es interesante pero me falta tiempo para explorar todas sus posibilidades.,Notificaciones inteligentes de contenido relevante.
EMP_0876,2026-02-16 20:49:23,28,Hombre,RRHH,1-3 años,Máster,2,"ChatGPT/Claude, Copilot/GitHub Copilot, Plataformas LMS con IA",1,Udemy,3.74,3.51,3.58,3.51,3.26,3,3,5,4,4,3,3,4,3,3,No quiero que la IA reemplace el contacto con mis compañeros.,Sistema de buddy virtual usando IA.
EMP_0877,2026-01-24 20:49:23,38,Mujer,RRHH,1-3 años,Máster,4,"ChatGPT/Claude, Copilot/GitHub Copilot, Asistentes de código",4,Ninguna reciente,3.83,4.56,4.21,5.1,5.36,5,5,3,4,4,6,5,4,5,6,La IA traduce jerga técnica a lenguaje que puedo entender fácilmente.,Análisis de estilo de aprendizaje personalizado con IA.
EMP_0878,2026-01-25 20:49:23,38,Hombre,Tecnología,5-10 años,Máster,4,Copilot/GitHub Copilot,4,Ninguna reciente,4.55,4.64,4.85,4.9,5.44,6,6,4,5,5,4,6,4,5,5,Me permite experimentar con nuevas tecnologías sin temor al fracaso.,Recomendaciones de networking basadas en IA.
EMP_0879,2026-02-06 20:49:23,22,Hombre,Ventas,3-5 años,Grado/Licenciatura,3,Ninguna,3,Formación interna,4.12,4.26,4.6,4.34,4.21,4,4,4,5,4,4,6,4,4,4,Funciona bien para tareas repetitivas pero no para aprendizaje profundo.,Generador de planes de desarrollo individual con IA.
EMP_0880,2026-01-27 20:49:23,28,Mujer,Tecnología,1-3 años,FP Superior,3,Plataformas LMS con IA,3,Udemy,3.59,5.05,4.24,4.05,4.54,4,4,4,5,5,5,4,3,4,5,Todavía estoy aprendiendo a formular las preguntas correctas.,Acceso a GPT-4 y modelos avanzados para casos complejos.
EMP_0881,2026-02-10 20:49:23,28,Mujer,Marketing,3-5 años,Grado/Licenciatura,2,Ninguna,2,"Udemy, Formación interna",3.03,3.71,3.07,3.57,3.21,3,3,4,3,3,4,4,3,3,3,Creo importante mantener las habilidades de investigación tradicionales.,Integración con GitHub para programadores.
EMP_0882,2026-02-11 20:49:23,38,Mujer,Operaciones,5-10 años,Máster,3,"ChatGPT/Claude, Plataformas LMS con IA",3,"Soft skills, Formación técnica",4.36,3.48,4.22,4.67,4.4,4,4,4,5,3,4,4,4,4,4,Me resulta útil para traducir conceptos técnicos a lenguaje más simple.,Asistente para preparación de certificaciones profesionales.
EMP_0883,2026-02-09 20:49:23,22,Mujer,Tecnología,Más de 10 años,FP Superior,3,"ChatGPT/Claude, Plataformas LMS con IA",2,Ninguna reciente,4.53,4.01,4.39,4.39,4.21,4,4,4,5,4,4,3,6,5,4,La uso cuando estoy atascado y necesito una perspectiva diferente.,Sistema de evaluación continua potenciado por IA.
EMP_0884,2026-01-26 20:49:23,25,Mujer,Tecnología,1-3 años,Grado/Licenciatura,5,"Copilot/GitHub Copilot, Plataformas LMS con IA, Asistentes de código",3,Formación técnica,4.89,5.72,5.89,5.83,6.52,7,7,4,5,6,6,6,5,7,7,La retroalimentación instantánea acelera significativamente mi curva de aprendizaje.,Chatbot interno 24/7 para resolver dudas formativas.
EMP_0885,2026-02-08 20:49:23,40,Hombre,Tecnología,5-10 años,Grado/Licenciatura,3,"ChatGPT/Claude, Plataformas LMS con IA",2,"Udemy, Soft skills, Formación técnica",3.92,4.3,4.33,4.37,4.53,4,4,3,5,5,4,4,4,4,4,Es un buen complemento pero no reemplaza la formación estructurada.,Curación automática de contenido externo relevante.
EMP_0886,2026-02-07 20:49:23,28,Hombre,Producto,Más de 10 años,FP Superior,3,"Plataformas LMS con IA, Otras herramientas",2,"Udemy, Formación interna, Soft skills",5.04,4.09,4.24,4.78,4.29,4,4,5,6,4,4,5,3,4,4,Veo que otros la usan mucho y me da curiosidad aprender más.,Análisis predictivo de necesidades de formación futuras.
EMP_0887,2026-02-17 20:49:23,38,Hombre,RRHH,Más de 10 años,Grado/Licenciatura,3,"ChatGPT/Claude, Copilot/GitHub Copilot",3,Ninguna reciente,3.66,4.61,4.02,4.53,4.18,4,4,4,3,5,5,5,3,4,4,Me gustaría saber qué herramientas son las mejores para mi rol específico.,Módulos de soft skills con práctica de IA.
EMP_0888,2026-02-02 20:49:23,28,Hombre,Marketing,3-5 años,Máster,5,Copilot/GitHub Copilot,4,"Udemy, Formación interna",5.82,5.3,5.44,6.09,6.41,7,7,6,5,6,4,6,5,6,7,Puedo revisar y reforzar conceptos cuantas veces necesite sin presión.,Generador de escenarios para toma de decisiones.
